Value1;Labels
20.683783732503702;0
26.74430514436885;0
32.75813133248078;0
38.96090341865018;0
40.477767106716755;0
41.312102308340336;0
41.84342464676569;0
41.65692505847852;0
40.70368037838132;0
39.469432076905655;0
37.72239042095723;0
35.79502663266351;0
33.816231842342006;0
31.435679275211136;0
29.504967381625818;0
27.731847581726228;0
26.331725706064724;0
25.57456087639127;0
25.414259983473364;0
25.617616272087346;0
26.852629089574;0
28.101112309602776;0
29.82532545085897;0
32.194209223720485;0
34.50430103434209;0
36.71800853029799;0
39.074987895652306;0
40.68999899793165;0
42.15110245203167;0
43.34716116151094;0
43.47226707743932;0
43.01866145962477;0
42.05693432440871;0
40.64901088009334;0
38.952413474870326;0
37.12219587909547;0
35.045620425439324;0
33.218378599185336;0
31.321882690892743;0
29.80336814373583;0
28.432532697848814;0
27.584867345607766;0
27.470958003102446;0
27.871336375564322;0
28.508200725014337;0
29.940011010964295;0
31.708471876330925;0
33.885576130889376;0
36.16152474975248;0
38.364900235919734;0
40.45276427730095;0
42.3470986379684;0
43.68916957512239;0
44.51858372787406;0
45.004098007206885;0
44.89724847170165;0
43.894926147971695;0
42.51697519403716;0
40.64174118297686;0
38.76365345629687;0
36.62071071572024;0
34.21002974028461;0
32.03223297087965;0
30.42103433280719;0
29.08801515766023;0
28.548777370845865;0
28.32530920068316;0
28.578472473102252;0
29.39938290890625;0
30.94308171876445;0
32.75554664160744;0
34.80123335392754;0
37.01447493675461;0
39.32528549167841;0
41.35344515584958;0
43.271458243275895;0
44.25541365189582;0
45.06029266319048;0
45.105351513081466;0
44.6595083523141;0
43.608755237553744;0
42.110361968164455;0
40.30581584604047;0
38.4434920718197;0
36.03852420972569;0
33.78442278625046;0
31.644031325494602;0
29.78562024940263;0
28.303686678905812;0
27.371822589101775;0
26.895072201347087;0
27.211698015200813;0
28.346781545363267;0
29.562767280395942;0
31.259187770944923;0
33.601791185623796;0
35.59855872513514;0
37.81487080118768;0
39.97806684146701;0
41.536574480826474;0
43.13452568322349;0
44.275106865476346;0
44.457618082281606;0
44.20017738964791;0
43.33608948837437;0
41.77608653044774;0
40.01327575727687;0
37.892387147587854;0
35.18530909956357;0
33.05582184451033;0
31.186589026199314;0
29.52765495825598;0
28.128851279825355;0
27.205392535654596;0
26.692635435791612;0
27.008563246642698;0
27.773167269276094;0
28.723700187550087;0
30.500151024207167;0
32.54322743065099;0
34.79819029429282;0
36.97482952754051;0
39.095497249389695;0
40.60724145252096;0
41.95565150588513;0
42.66461189416436;0
42.8198017885264;0
42.28547321064103;0
41.11022263632301;0
39.77015641472522;0
38.00777896077401;0
35.99661926686804;0
33.495937720538954;0
30.993128606236056;0
28.83805824442834;0
27.1626542520832;0
25.591382186528513;0
24.500203360904006;0
24.28238330792751;0
24.62383606432907;0
25.453804076026472;0
26.808770441261373;0
28.5309560880267;0
30.571195028284976;0
32.806385226615035;0
34.79429082186916;0
36.938747378035195;0
38.80522920993742;0
39.90944330837985;0
40.864789423239834;0
40.93124404813916;0
40.64039499779995;0
39.74142028475579;0
38.11899060030048;0
36.112009457692636;0
34.023458237030894;0
31.369533632831324;0
29.173879566129507;0
26.93009934984721;0
24.80309206668356;0
23.097881191300978;0
22.14965974338957;0
21.8364407177618;0
22.31452614594342;0
22.871351928464495;0
24.235667962862568;0
26.080443760869322;0
28.258476900775708;0
30.58157787976994;0
32.78430485531104;0
34.806097234427604;0
36.836998262779;0
38.2894827111885;0
39.14807119167222;0
39.46132894522764;0
38.85301724620757;0
37.79836258308458;0
36.29464583634453;0
34.09213549874098;0
31.871962955113315;0
29.49197416766939;0
27.267779018997818;0
25.415687906246724;0
23.604366328271844;0
22.1334913555023;0
21.182074058115102;0
20.84474134221581;0
21.291654308585883;0
21.963074947008664;0
23.121367597378303;0
24.982900659746022;0
27.141640094083684;0
29.60838707066466;0
31.780385341958574;0
33.896040049215564;0
35.97734678382755;0
37.29562827170646;0
38.19301028876869;0
38.45318839717505;0
37.94435302608423;0
36.967900303246395;0
35.37079650359643;0
33.45689502362447;0
31.397965135758103;0
28.918730330181766;0
26.438151333631442;0
24.37265422997537;0
22.54467022246726;0
20.947350609989652;0
20.002111798624277;0
19.77784672974149;0
19.965975602285344;0
21.05501646443349;0
22.567641879425434;0
24.36437378210118;0
26.578943200826032;0
28.882131328783153;0
31.31053078160014;0
33.60064742612158;0
35.14370293437624;0
36.486513794419174;0
37.452658844708324;0
37.77261315349567;0
37.290317318705505;0
36.219819483698096;0
34.86600584249334;0
33.44666355146753;0
31.2438728379792;0
28.881271641353287;0
26.60626487432091;0
24.565754044831507;0
22.853918196003775;0
21.345059317617473;0
20.49170728284372;0
20.45077220391056;0
20.90400711612256;0
